Timestamp,Car Count
2023-11-15 21:05:08,1
2023-11-15 21:05:09,2
2023-11-15 21:05:11,3
2023-11-15 21:05:12,4
2023-11-15 21:05:12,5
2023-11-15 21:05:13,6
2023-11-15 21:05:14,7
2023-11-15 21:05:14,8
2023-11-15 21:05:15,9
2023-11-15 21:05:18,10
2023-11-15 21:05:29,11
2023-11-15 21:05:30,12
2023-11-15 21:05:32,13
2023-11-15 21:05:32,14
2023-11-15 21:05:35,15
2023-11-15 21:05:39,16
2023-11-15 21:05:41,17
2023-11-15 21:05:43,18
2023-11-15 21:05:44,19
2023-11-15 21:05:47,20
2023-11-15 21:05:50,21
2023-11-15 21:05:51,22
2023-11-15 21:05:51,23
2023-11-15 21:05:51,24
2023-11-15 21:05:53,25
2023-11-15 21:05:53,26
2023-11-15 21:05:54,27
2023-11-15 21:05:54,28
2023-11-15 21:05:56,29
2023-11-15 21:06:01,30
2023-11-15 21:06:02,31
2023-11-15 21:06:02,32
2023-11-15 21:06:03,33
2023-11-15 21:06:03,34
2023-11-15 21:06:05,35
2023-11-15 21:06:07,36
2023-11-15 21:06:07,37
2023-11-15 21:06:09,38
2023-11-15 21:06:13,39
2023-11-15 21:06:13,40
2023-11-15 21:06:15,41
2023-11-15 21:06:17,42
2023-11-15 21:06:20,43
2023-11-15 21:06:20,44
2023-11-15 21:06:22,45
2023-11-15 21:06:26,46
2023-11-15 21:06:28,47
2023-11-15 21:06:31,48
2023-11-15 21:06:34,49
2023-11-15 21:06:36,50
2023-11-15 21:06:37,51
2023-11-15 21:06:39,52
2023-11-15 21:06:39,53
2023-11-15 21:06:39,54
2023-11-15 21:06:41,55
2023-11-15 21:06:43,56
2023-11-15 21:06:45,57
2023-11-15 21:06:45,58
2023-11-15 21:06:52,59
2023-11-15 21:06:53,60
2023-11-15 21:06:54,61
2023-11-15 21:06:54,62
2023-11-15 21:06:55,63
2023-11-15 21:06:55,64
2023-11-15 21:06:56,65
2023-11-15 21:06:57,66
2023-11-15 21:06:59,67
2023-11-15 21:07:08,68
2023-11-15 21:07:11,69
2023-11-15 21:07:12,70
2023-11-15 21:07:16,71
2023-11-15 21:07:16,72
2023-11-15 21:07:18,73
2023-11-15 21:07:20,74
2023-11-15 21:07:21,75
2023-11-15 21:07:22,76
2023-11-15 21:07:24,77
2023-11-15 21:07:30,78
2023-11-15 21:07:31,79
2023-11-15 21:07:33,80
2023-11-15 21:07:35,81
2023-11-15 21:07:39,82
2023-11-15 21:07:44,83
2023-11-15 21:07:45,84
2023-11-15 21:07:46,85
2023-11-15 21:07:49,86
2023-11-15 21:07:57,87
2023-11-15 21:07:58,88
2023-11-15 21:08:00,89
2023-11-15 21:08:00,90
2023-11-15 21:08:00,91
2023-11-15 21:08:01,92
2023-11-15 21:08:01,93
2023-11-15 21:08:07,94
2023-11-15 21:08:10,95
2023-11-15 21:08:12,96
2023-11-15 21:08:13,97
2023-11-15 21:08:14,98
2023-11-15 21:08:16,99
2023-11-15 21:08:16,100
2023-11-15 21:08:16,101
2023-11-15 21:08:17,102
2023-11-15 21:08:17,103
2023-11-15 21:08:18,104
2023-11-15 21:08:18,105
2023-11-15 21:08:20,106
2023-11-15 21:08:21,107
2023-11-15 21:08:21,108
2023-11-15 21:08:21,109
2023-11-15 21:08:23,110
2023-11-15 21:08:23,111
2023-11-15 21:08:24,112
2023-11-15 21:08:29,113
2023-11-15 21:08:32,114
2023-11-15 21:08:32,115
2023-11-15 21:08:33,116
2023-11-15 21:08:33,117
2023-11-15 21:08:33,118
2023-11-15 21:08:34,119
2023-11-15 21:08:42,120
2023-11-15 21:08:46,121
2023-11-15 21:08:49,122
2023-11-15 21:08:49,123
2023-11-15 21:08:50,124
2023-11-15 21:08:51,125
2023-11-15 21:08:52,126
2023-11-15 21:08:54,127
2023-11-15 21:08:55,128
2023-11-15 21:08:55,129
2023-11-15 21:08:55,130
2023-11-15 21:08:56,131
2023-11-15 21:08:56,132
2023-11-15 21:08:58,133
2023-11-15 21:09:00,134
2023-11-15 21:09:01,135
2023-11-15 21:09:03,136
2023-11-15 21:09:03,137
2023-11-15 21:09:05,138
2023-11-15 21:09:06,139
2023-11-15 21:09:06,140
2023-11-15 21:09:08,141
2023-11-15 21:09:09,142
2023-11-15 21:09:09,143
2023-11-15 21:09:12,144
2023-11-15 21:09:12,145
2023-11-15 21:09:12,146
2023-11-15 21:09:15,147
2023-11-15 21:09:15,148
2023-11-15 21:09:18,149
2023-11-15 21:09:19,150
2023-11-15 21:09:20,151
2023-11-15 21:09:25,152
2023-11-15 21:09:25,153
2023-11-15 21:09:26,154
2023-11-15 21:09:26,155
2023-11-15 21:09:27,156
2023-11-15 21:09:28,157
2023-11-15 21:09:32,158
2023-11-15 21:09:37,159
2023-11-15 21:09:38,160
2023-11-15 21:09:39,161
2023-11-15 21:09:40,162
2023-11-15 21:09:41,163
2023-11-15 21:09:41,164
2023-11-15 21:09:44,165
2023-11-15 21:09:45,166
2023-11-15 21:09:45,167
2023-11-15 21:09:45,168
2023-11-15 21:09:51,169
2023-11-15 21:09:53,170
2023-11-15 21:09:56,171
2023-11-15 21:09:59,172
2023-11-15 21:09:59,173
2023-11-15 21:10:01,174
2023-11-15 21:10:01,175
2023-11-15 21:10:03,176
2023-11-15 21:10:07,177
2023-11-15 21:10:08,178
2023-11-15 21:10:11,179
2023-11-15 21:10:12,180
2023-11-15 21:10:14,181
2023-11-15 21:10:16,182
2023-11-15 21:10:17,183
2023-11-15 21:10:20,184
2023-11-15 21:10:28,185
2023-11-15 21:10:30,186
2023-11-15 21:10:30,187
2023-11-15 21:10:31,188
2023-11-15 21:10:31,189
2023-11-15 21:10:33,190
2023-11-15 21:10:39,191
2023-11-15 21:10:44,192
2023-11-15 21:10:46,193
2023-11-15 21:10:48,194
2023-11-15 21:10:51,195
2023-11-15 21:10:53,196
2023-11-15 21:10:56,197
2023-11-15 21:10:57,198
2023-11-15 21:11:00,199
2023-11-15 21:11:03,200
2023-11-15 21:11:05,201
2023-11-15 21:11:05,202
2023-11-15 21:11:05,203
2023-11-15 21:11:05,204
2023-11-15 21:11:05,205
2023-11-15 21:11:07,206
2023-11-15 21:11:08,207
2023-11-15 21:11:08,208
2023-11-15 21:11:10,209
2023-11-15 21:11:13,210
2023-11-15 21:11:14,211
2023-11-15 21:11:16,212
2023-11-15 21:11:18,213
2023-11-15 21:11:23,214
2023-11-15 21:11:25,215
2023-11-15 21:11:26,216
2023-11-15 21:11:28,217
2023-11-15 21:11:28,218
2023-11-15 21:11:29,219
2023-11-15 21:11:31,220
2023-11-15 21:11:32,221
2023-11-15 21:11:33,222
2023-11-15 21:11:35,223
2023-11-15 21:11:35,224
2023-11-15 21:11:37,225
2023-11-15 21:11:38,226
2023-11-15 21:11:41,227
2023-11-15 21:11:42,228
2023-11-15 21:11:44,229
2023-11-15 21:11:46,230
2023-11-15 21:11:50,231
2023-11-15 21:11:54,232
2023-11-15 21:11:56,233
2023-11-15 21:11:56,234
2023-11-15 21:11:58,235
2023-11-15 21:11:59,236
2023-11-15 21:11:59,237
2023-11-15 21:12:00,238
2023-11-15 21:12:00,239
2023-11-15 21:12:04,240
2023-11-15 21:12:04,241
2023-11-15 21:12:06,242
2023-11-15 21:12:09,243
2023-11-15 21:12:11,244
2023-11-15 21:12:12,245
2023-11-15 21:12:14,246
2023-11-15 21:12:16,247
2023-11-15 21:12:17,248
2023-11-15 21:12:19,249
2023-11-15 21:12:19,250
2023-11-15 21:12:19,251
2023-11-15 21:12:21,252
2023-11-15 21:12:23,253
2023-11-15 21:12:25,254
2023-11-15 21:12:26,255
2023-11-15 21:12:28,256
2023-11-15 21:12:28,257
2023-11-15 21:12:29,258
2023-11-15 21:12:30,259
2023-11-15 21:12:33,260
2023-11-15 21:12:36,261
2023-11-15 21:12:36,262
2023-11-15 21:12:37,263
2023-11-15 21:12:37,264
2023-11-15 21:12:40,265
2023-11-15 21:12:41,266
2023-11-15 21:12:42,267
2023-11-15 21:12:44,268
2023-11-15 21:12:46,269
2023-11-15 21:12:47,270
2023-11-15 21:12:50,271
2023-11-15 21:12:53,272
2023-11-15 21:12:54,273
2023-11-15 21:12:56,274
2023-11-15 21:13:01,275
2023-11-15 21:13:06,276
2023-11-15 21:13:11,277
2023-11-15 21:13:16,278
2023-11-15 21:13:16,279
2023-11-15 21:13:16,280
2023-11-15 21:13:18,281
2023-11-15 21:13:19,282
2023-11-15 21:13:21,283
2023-11-15 21:13:21,284
2023-11-15 21:13:22,285
2023-11-15 21:13:23,286
2023-11-15 21:13:24,287
2023-11-15 21:13:26,288
2023-11-15 21:13:28,289
2023-11-15 21:13:29,290
2023-11-15 21:13:29,291
2023-11-15 21:13:33,292
2023-11-15 21:13:37,293
2023-11-15 21:13:43,294
2023-11-15 21:13:44,295
2023-11-15 21:13:45,296
2023-11-15 21:13:48,297
2023-11-15 21:13:53,298
2023-11-15 21:13:53,299
2023-11-15 21:13:55,300
2023-11-15 21:13:56,301
2023-11-15 21:13:56,302
2023-11-15 21:13:57,303
2023-11-15 21:13:58,304
2023-11-15 21:14:00,305
2023-11-15 21:14:00,306
2023-11-15 21:14:02,307
2023-11-15 21:14:02,308
2023-11-15 21:14:05,309
2023-11-15 21:14:09,310
2023-11-15 21:14:09,311
2023-11-15 21:14:09,312
2023-11-15 21:14:10,313
2023-11-15 21:14:11,314
2023-11-15 21:14:12,315
2023-11-15 21:14:12,316
2023-11-15 21:14:14,317
2023-11-15 21:14:15,318
2023-11-15 21:14:15,319
2023-11-15 21:14:18,320
2023-11-15 21:14:18,321
2023-11-15 21:14:21,322
2023-11-15 21:14:22,323
2023-11-15 21:14:23,324
2023-11-15 21:14:24,325
2023-11-15 21:14:29,326
2023-11-15 21:14:29,327
2023-11-15 21:14:39,328
2023-11-15 21:14:43,329
2023-11-15 21:14:45,330
2023-11-15 21:14:46,331
2023-11-15 21:14:49,332
2023-11-15 21:14:52,333
2023-11-15 21:14:53,334
2023-11-15 21:14:54,335
2023-11-15 21:15:04,336
2023-11-15 21:15:05,337
2023-11-15 21:15:05,338
2023-11-15 21:15:06,339
2023-11-15 21:15:07,340
2023-11-15 21:15:10,341
2023-11-15 21:15:14,342
2023-11-15 21:15:14,343
2023-11-15 21:15:16,344
2023-11-15 21:15:16,345
2023-11-15 21:15:18,346
2023-11-15 21:15:22,347
2023-11-15 21:15:24,348
2023-11-15 21:15:24,349
2023-11-15 21:15:24,350
2023-11-15 21:15:25,351
2023-11-15 21:15:26,352
2023-11-15 21:15:28,353
2023-11-15 21:15:42,354
2023-11-15 21:15:44,355
2023-11-15 21:15:47,356
2023-11-15 21:15:50,357
2023-11-15 21:15:51,358
2023-11-15 21:15:52,359
2023-11-15 21:15:53,360
2023-11-15 21:15:54,361
2023-11-15 21:15:55,362
2023-11-15 21:15:57,363
2023-11-15 21:15:57,364
2023-11-15 21:15:58,365
2023-11-15 21:16:00,366
2023-11-15 21:16:01,367
2023-11-15 21:16:02,368
2023-11-15 21:16:04,369
2023-11-15 21:16:04,370
2023-11-15 21:16:04,371
2023-11-15 21:16:04,372
2023-11-15 21:16:05,373
2023-11-15 21:16:06,374
2023-11-15 21:16:06,375
2023-11-15 21:16:07,376
2023-11-15 21:16:07,377
2023-11-15 21:16:11,378
2023-11-15 21:16:12,379
2023-11-15 21:16:15,380
2023-11-15 21:16:17,381
2023-11-15 21:16:17,382
2023-11-15 21:16:17,383
2023-11-15 21:16:20,384
2023-11-15 21:16:21,385
2023-11-15 21:16:21,386
2023-11-15 21:16:23,387
2023-11-15 21:16:23,388
2023-11-15 21:16:29,389
2023-11-15 21:16:38,390
2023-11-15 21:16:40,391
2023-11-15 21:16:42,392
2023-11-15 21:16:44,393
2023-11-15 21:16:46,394
2023-11-15 21:16:59,395
2023-11-15 21:17:01,396
2023-11-15 21:17:03,397
2023-11-15 21:17:11,398
2023-11-15 21:17:12,399
2023-11-15 21:17:13,400
2023-11-15 21:17:16,401
2023-11-15 21:17:19,402
2023-11-15 21:17:19,403
2023-11-15 21:17:20,404
2023-11-15 21:17:21,405
2023-11-15 21:17:25,406
2023-11-15 21:17:25,407
2023-11-15 21:17:26,408
2023-11-15 21:17:34,409
2023-11-15 21:17:34,410
2023-11-15 21:17:35,411
2023-11-15 21:17:37,412
2023-11-15 21:17:39,413
2023-11-15 21:17:39,414
2023-11-15 21:17:41,415
2023-11-15 21:17:47,416
2023-11-15 21:17:50,417
2023-11-15 21:17:54,418
2023-11-15 21:17:55,419
2023-11-15 21:17:58,420
2023-11-15 21:18:01,421
2023-11-15 21:18:01,422
2023-11-15 21:18:02,423
2023-11-15 21:18:05,424
2023-11-15 21:18:06,425
2023-11-15 21:18:07,426
2023-11-15 21:18:10,427
2023-11-15 21:18:12,428
2023-11-15 21:18:14,429
2023-11-15 21:18:15,430
2023-11-15 21:18:17,431
2023-11-15 21:18:17,432
2023-11-15 21:18:18,433
2023-11-15 21:18:19,434
2023-11-15 21:18:21,435
2023-11-15 21:18:22,436
2023-11-15 21:18:22,437
2023-11-15 21:18:23,438
2023-11-15 21:18:24,439
2023-11-15 21:18:24,440
2023-11-15 21:18:27,441
2023-11-15 21:18:27,442
2023-11-15 21:18:27,443
2023-11-15 21:18:30,444
2023-11-15 21:18:30,445
2023-11-15 21:18:31,446
2023-11-15 21:18:33,447
2023-11-15 21:18:33,448
2023-11-15 21:18:36,449
2023-11-15 21:18:38,450
2023-11-15 21:18:38,451
2023-11-15 21:18:56,452
2023-11-15 21:19:02,453
2023-11-15 21:19:02,454
2023-11-15 21:19:04,455
2023-11-15 21:19:04,456
2023-11-15 21:19:06,457
2023-11-15 21:19:06,458
2023-11-15 21:19:06,459
2023-11-15 21:19:12,460
2023-11-15 21:19:12,461
2023-11-15 21:19:14,462
2023-11-15 21:19:17,463
2023-11-15 21:19:19,464
2023-11-15 21:19:28,465
2023-11-15 21:19:28,466
2023-11-15 21:19:29,467
2023-11-15 21:19:34,468
2023-11-15 21:19:34,469
2023-11-15 21:19:34,470
2023-11-15 21:19:37,471
2023-11-15 21:19:37,472
2023-11-15 21:19:44,473
2023-11-15 21:19:45,474
2023-11-15 21:19:45,475
2023-11-15 21:19:46,476
2023-11-15 21:19:46,477
2023-11-15 21:19:50,478
2023-11-15 21:19:50,479
2023-11-15 21:19:51,480
2023-11-15 21:19:52,481
2023-11-15 21:19:52,482
2023-11-15 21:19:53,483
2023-11-15 21:19:53,484
2023-11-15 21:19:55,485
2023-11-15 21:19:56,486
2023-11-15 21:19:56,487
2023-11-15 21:19:57,488
2023-11-15 21:20:00,489
2023-11-15 21:20:01,490
2023-11-15 21:20:02,491
2023-11-15 21:20:03,492
2023-11-15 21:20:04,493
2023-11-15 21:20:05,494
2023-11-15 21:20:06,495
2023-11-15 21:20:07,496
2023-11-15 21:20:07,497
2023-11-15 21:20:07,498
2023-11-15 21:20:09,499
2023-11-15 21:20:15,500
2023-11-15 21:20:19,501
2023-11-15 21:20:20,502
2023-11-15 21:20:21,503
2023-11-15 21:20:23,504
2023-11-15 21:20:25,505
2023-11-15 21:20:26,506
2023-11-15 21:20:31,507
2023-11-15 21:20:33,508
2023-11-15 21:20:33,509
2023-11-15 21:20:36,510
2023-11-15 21:20:37,511
2023-11-15 21:20:43,512
2023-11-15 21:20:44,513
2023-11-15 21:20:46,514
2023-11-15 21:20:47,515
2023-11-15 21:20:48,516
2023-11-15 21:20:50,517
2023-11-15 21:20:54,518
2023-11-15 21:20:59,519
2023-11-15 21:21:03,520
2023-11-15 21:21:06,521
2023-11-15 21:21:08,522
2023-11-15 21:21:09,523
2023-11-15 21:21:13,524
2023-11-15 21:21:13,525
2023-11-15 21:21:15,526
2023-11-15 21:21:15,527
2023-11-15 21:21:16,528
2023-11-15 21:21:17,529
2023-11-15 21:21:18,530
2023-11-15 21:21:19,531
2023-11-15 21:21:24,532
2023-11-15 21:21:26,533
2023-11-15 21:21:30,534
2023-11-15 21:21:31,535
2023-11-15 21:21:31,536
2023-11-15 21:21:33,537
2023-11-15 21:21:38,538
2023-11-15 21:21:40,539
2023-11-15 21:21:42,540
2023-11-15 21:21:43,541
2023-11-15 21:21:43,542
2023-11-15 21:21:46,543
2023-11-15 21:21:54,544
2023-11-15 21:21:54,545
2023-11-15 21:21:54,546
2023-11-15 21:21:57,547
2023-11-15 21:21:57,548
2023-11-15 21:21:58,549
2023-11-15 21:22:00,550
2023-11-15 21:22:00,551
2023-11-15 21:22:01,552
2023-11-15 21:22:01,553
2023-11-15 21:22:02,554
2023-11-15 21:22:02,555
2023-11-15 21:22:04,556
2023-11-15 21:22:06,557
2023-11-15 21:22:07,558
2023-11-15 21:22:07,559
2023-11-15 21:22:08,560
2023-11-15 21:22:12,561
2023-11-15 21:22:18,562
2023-11-15 21:22:19,563
2023-11-15 21:22:21,564
2023-11-15 21:22:25,565
2023-11-15 21:22:26,566
2023-11-15 21:22:30,567
2023-11-15 21:22:32,568
2023-11-15 21:22:33,569
2023-11-15 21:22:34,570
2023-11-15 21:22:36,571
2023-11-15 21:22:36,572
2023-11-15 21:22:38,573
2023-11-15 21:22:39,574
2023-11-15 21:22:39,575
2023-11-15 21:22:41,576
2023-11-15 21:22:44,577
2023-11-15 21:22:45,578
2023-11-15 21:22:45,579
2023-11-15 21:22:46,580
2023-11-15 21:22:46,581
2023-11-15 21:22:46,582
2023-11-15 21:22:47,583
2023-11-15 21:22:49,584
2023-11-15 21:22:49,585
2023-11-15 21:22:50,586
2023-11-15 21:22:51,587
2023-11-15 21:22:53,588
2023-11-15 21:22:53,589
2023-11-15 21:23:06,590
2023-11-15 21:23:10,591
2023-11-15 21:23:10,592
2023-11-15 21:23:12,593
2023-11-15 21:23:14,594
2023-11-15 21:23:14,595
2023-11-15 21:23:17,596
2023-11-15 21:23:20,597
2023-11-15 21:23:24,598
2023-11-15 21:23:27,599
2023-11-15 21:23:34,600
2023-11-15 21:23:35,601
2023-11-15 21:23:36,602
2023-11-15 21:23:38,603
2023-11-15 21:23:41,604
2023-11-15 21:23:42,605
2023-11-15 21:23:42,606
2023-11-15 21:23:42,607
2023-11-15 21:23:44,608
2023-11-15 21:23:46,609
2023-11-15 21:23:47,610
2023-11-15 21:23:47,611
2023-11-15 21:23:47,612
2023-11-15 21:23:49,613
2023-11-15 21:23:51,614
2023-11-15 21:23:55,615
2023-11-15 21:23:55,616
2023-11-15 21:23:55,617
2023-11-15 21:23:57,618
2023-11-15 21:23:57,619
2023-11-15 21:24:01,620
2023-11-15 21:24:03,621
2023-11-15 21:24:03,622
2023-11-15 21:24:06,623
2023-11-15 21:24:13,624
2023-11-15 21:24:16,625
2023-11-15 21:24:19,626
2023-11-15 21:24:19,627
2023-11-15 21:24:19,628
2023-11-15 21:24:21,629
2023-11-15 21:24:22,630
2023-11-15 21:24:24,631
2023-11-15 21:24:26,632
2023-11-15 21:24:27,633
2023-11-15 21:24:31,634
2023-11-15 21:24:35,635
2023-11-15 21:24:39,636
2023-11-15 21:24:40,637
2023-11-15 21:24:41,638
2023-11-15 21:24:42,639
2023-11-15 21:24:44,640
2023-11-15 21:24:44,641
2023-11-15 21:24:46,642
2023-11-15 21:24:51,643
2023-11-15 21:24:52,644
2023-11-15 21:24:56,645
2023-11-15 21:24:57,646
2023-11-15 21:24:59,647
2023-11-15 21:25:00,648
2023-11-15 21:25:01,649
2023-11-15 21:25:02,650
2023-11-15 21:25:04,651
2023-11-15 21:25:04,652
2023-11-15 21:25:07,653
2023-11-15 21:25:07,654
2023-11-15 21:25:08,655
2023-11-15 21:25:13,656
2023-11-15 21:25:14,657
2023-11-15 21:25:14,658
2023-11-15 21:25:16,659
2023-11-15 21:25:24,660
2023-11-15 21:25:26,661
2023-11-15 21:25:26,662
2023-11-15 21:25:27,663
2023-11-15 21:25:30,664
2023-11-15 21:25:36,665
2023-11-15 21:25:37,666
2023-11-15 21:25:37,667
2023-11-15 21:25:42,668
2023-11-15 21:25:43,669
2023-11-15 21:25:45,670
2023-11-15 21:25:46,671
2023-11-15 21:25:47,672
2023-11-15 21:25:48,673
2023-11-15 21:25:48,674
2023-11-15 21:25:51,675
2023-11-15 21:25:53,676
2023-11-15 21:26:01,677
2023-11-15 21:26:03,678
2023-11-15 21:26:04,679
2023-11-15 21:26:05,680
2023-11-15 21:26:06,681
2023-11-15 21:26:08,682
2023-11-15 21:26:11,683
2023-11-15 21:26:13,684
2023-11-15 21:26:17,685
2023-11-15 21:26:26,686
2023-11-15 21:26:29,687
2023-11-15 21:26:32,688
2023-11-15 21:26:35,689
2023-11-15 21:26:37,690
2023-11-15 21:26:37,691
2023-11-15 21:26:37,692
2023-11-15 21:26:38,693
2023-11-15 21:26:39,694
2023-11-15 21:26:41,695
2023-11-15 21:26:43,696
2023-11-15 21:26:43,697
2023-11-15 21:26:46,698
2023-11-15 21:26:47,699
2023-11-15 21:26:48,700
2023-11-15 21:26:49,701
2023-11-15 21:26:50,702
2023-11-15 21:26:52,703
2023-11-15 21:26:52,704
2023-11-15 21:26:54,705
2023-11-15 21:26:57,706
2023-11-15 21:26:58,707
2023-11-15 21:26:58,708
2023-11-15 21:26:58,709
2023-11-15 21:27:01,710
2023-11-15 21:27:01,711
2023-11-15 21:27:02,712
2023-11-15 21:27:05,713
2023-11-15 21:27:05,714
2023-11-15 21:27:05,715
2023-11-15 21:27:07,716
2023-11-15 21:27:08,717
2023-11-15 21:27:09,718
2023-11-15 21:27:10,719
2023-11-15 21:27:11,720
2023-11-15 21:27:11,721
2023-11-15 21:27:12,722
2023-11-15 21:27:13,723
2023-11-15 21:27:13,724
2023-11-15 21:27:21,725
2023-11-15 21:27:26,726
2023-11-15 21:27:33,727
2023-11-15 21:27:35,728
2023-11-15 21:27:40,729
2023-11-15 21:27:41,730
2023-11-15 21:27:44,731
2023-11-15 21:27:45,732
2023-11-15 21:27:46,733
2023-11-15 21:27:48,734
2023-11-15 21:27:48,735
2023-11-15 21:27:50,736
2023-11-15 21:27:50,737
2023-11-15 21:27:51,738
2023-11-15 21:27:52,739
